,Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
2446,4/11/2012 22:00,3.3,-0.9,74,11,25.0,101.09,Mostly Cloudy
2447,4/11/2012 23:00,6.6,-0.3,61,13,25.0,101.11,Mostly Cloudy
2448,4/12/2012 0:00,5.5,-1.5,61,13,25.0,101.14,Mainly Clear
2449,4/12/2012 1:00,5.8,-2.2,56,15,25.0,101.15,Mostly Cloudy
2450,4/12/2012 2:00,4.8,-2.6,59,17,25.0,101.18,Mainly Clear
2451,4/12/2012 3:00,4.3,-2.8,60,13,25.0,101.21,Mostly Cloudy
2452,4/12/2012 4:00,3.1,-3.0,64,13,25.0,101.24,Mainly Clear
2453,4/12/2012 5:00,3.8,-2.9,62,15,24.1,101.3,Mostly Cloudy
2454,4/12/2012 6:00,3.5,-2.9,63,13,25.0,101.36,Mainly Clear
2455,4/12/2012 7:00,4.0,-2.3,63,6,25.0,101.43,Mainly Clear
2456,4/12/2012 8:00,6.5,-2.1,54,13,25.0,101.46,Mostly Cloudy
2457,4/12/2012 9:00,7.7,-1.8,51,13,25.0,101.5,Mostly Cloudy
2458,4/12/2012 10:00,8.7,-1.4,49,9,25.0,101.51,Mostly Cloudy
2459,4/12/2012 11:00,9.8,-1.2,46,9,25.0,101.46,Mostly Cloudy
2460,4/12/2012 12:00,10.4,-1.5,43,4,25.0,101.42,Mostly Cloudy
2461,4/12/2012 13:00,10.0,-1.0,46,15,25.0,101.4,Mostly Cloudy
2462,4/12/2012 14:00,10.3,-1.1,45,13,25.0,101.38,Mostly Cloudy
2463,4/12/2012 15:00,11.3,-1.4,41,15,25.0,101.33,Mostly Cloudy
2464,4/12/2012 16:00,12.4,-1.8,37,15,25.0,101.32,Mostly Cloudy
2465,4/12/2012 17:00,11.4,-1.5,41,11,25.0,101.32,Mainly Clear
2466,4/12/2012 18:00,11.3,-2.2,39,17,25.0,101.33,Mainly Clear
2467,4/12/2012 19:00,9.9,-1.8,44,11,25.0,101.34,Mainly Clear
2468,4/12/2012 20:00,9.1,-1.1,49,7,25.0,101.38,Mainly Clear
2469,4/12/2012 21:00,6.6,-0.8,59,0,25.0,101.39,Mainly Clear
2470,4/12/2012 22:00,6.7,-0.6,60,4,25.0,101.44,Clear
2471,4/12/2012 23:00,5.9,-2.2,56,11,25.0,101.47,Clear
2472,4/13/2012 0:00,4.6,-4.0,54,11,25.0,101.49,Clear
2473,4/13/2012 1:00,4.0,-5.1,51,11,25.0,101.48,Clear
2474,4/13/2012 2:00,2.0,-5.4,58,6,25.0,101.5,Clear
2475,4/13/2012 3:00,1.5,-5.1,61,9,25.0,101.52,Clear
2476,4/13/2012 4:00,1.2,-4.5,66,6,25.0,101.56,Clear
2477,4/13/2012 5:00,1.3,-4.1,67,6,25.0,101.6,Clear
2478,4/13/2012 6:00,1.8,-3.4,68,6,25.0,101.67,Clear
2479,4/13/2012 7:00,4.1,-2.1,64,7,25.0,101.75,Mainly Clear
2480,4/13/2012 8:00,6.1,-1.5,58,7,25.0,101.77,Mainly Clear
2481,4/13/2012 9:00,8.0,-0.8,54,13,25.0,101.73,Mainly Clear
2482,4/13/2012 10:00,9.8,-1.8,44,17,25.0,101.69,Mainly Clear
2483,4/13/2012 11:00,12.2,-1.0,40,19,25.0,101.6,Mainly Clear
2484,4/13/2012 12:00,13.5,-3.0,32,24,25.0,101.52,Mainly Clear
2485,4/13/2012 13:00,14.7,-6.1,23,24,25.0,101.48,Mainly Clear
2486,4/13/2012 14:00,15.0,-5.6,24,22,25.0,101.36,Mainly Clear
2487,4/13/2012 15:00,15.9,-4.9,24,32,25.0,101.27,Mainly Clear
2488,4/13/2012 16:00,16.1,-5.2,23,30,25.0,101.22,Mostly Cloudy
2489,4/13/2012 17:00,15.0,-4.3,26,28,25.0,101.22,Cloudy
2490,4/13/2012 18:00,14.3,-5.1,26,22,25.0,101.24,Cloudy
2491,4/13/2012 19:00,13.6,-6.8,24,19,25.0,101.25,Mostly Cloudy
2492,4/13/2012 20:00,12.2,-5.9,28,15,25.0,101.31,Mostly Cloudy
2493,4/13/2012 21:00,11.7,-5.1,30,19,25.0,101.32,Mainly Clear
2494,4/13/2012 22:00,10.3,-1.3,44,20,25.0,101.36,Mainly Clear
2495,4/13/2012 23:00,9.1,-1.3,48,20,25.0,101.37,Mainly Clear
2496,4/14/2012 0:00,7.9,-1.6,51,22,25.0,101.35,Clear
2497,4/14/2012 1:00,7.5,-1.8,52,11,25.0,101.35,Clear
2498,4/14/2012 2:00,6.8,-1.8,54,17,25.0,101.34,Clear
2499,4/14/2012 3:00,5.4,-1.0,63,19,25.0,101.36,Mainly Clear
2500,4/14/2012 4:00,5.7,-0.5,64,11,25.0,101.35,Mainly Clear
2501,4/14/2012 5:00,6.2,0.0,64,17,25.0,101.36,Mostly Cloudy
2502,4/14/2012 6:00,6.7,-0.9,58,19,24.1,101.42,Mostly Cloudy
2503,4/14/2012 7:00,7.5,-1.2,54,20,25.0,101.49,Mostly Cloudy
2504,4/14/2012 8:00,9.2,-0.5,51,19,25.0,101.46,Mostly Cloudy
2505,4/14/2012 9:00,10.8,-0.3,46,20,25.0,101.45,Mostly Cloudy
2506,4/14/2012 10:00,12.8,-0.2,41,26,25.0,101.38,Cloudy
2507,4/14/2012 11:00,13.8,-0.8,37,24,25.0,101.28,Cloudy
2508,4/14/2012 12:00,15.3,-0.3,34,24,25.0,101.21,Cloudy
2509,4/14/2012 13:00,14.8,-1.1,34,26,25.0,101.2,Cloudy
2510,4/14/2012 14:00,14.7,-0.7,35,17,25.0,101.08,Cloudy
2511,4/14/2012 15:00,15.6,-3.0,28,20,25.0,101.02,Cloudy
2512,4/14/2012 16:00,15.9,-3.5,26,19,25.0,100.98,Cloudy
2513,4/14/2012 17:00,15.4,-3.1,28,24,25.0,101.0,Mostly Cloudy
2514,4/14/2012 18:00,14.5,-2.7,30,13,25.0,100.95,Mostly Cloudy
2515,4/14/2012 19:00,11.9,-0.6,42,7,25.0,100.91,Mostly Cloudy
2516,4/14/2012 20:00,12.8,-0.9,39,7,25.0,100.9,Mostly Cloudy
2517,4/14/2012 21:00,12.0,0.0,44,7,25.0,100.86,Mostly Cloudy
2518,4/14/2012 22:00,11.0,0.1,47,9,25.0,100.82,Mostly Cloudy
2519,4/14/2012 23:00,11.6,0.3,46,9,25.0,100.76,Mostly Cloudy
2520,4/15/2012 0:00,12.9,0.1,41,9,25.0,100.77,Mostly Cloudy
2521,4/15/2012 1:00,13.1,0.6,42,13,25.0,100.74,Mostly Cloudy
2522,4/15/2012 2:00,12.4,1.8,48,15,25.0,100.7,Mostly Cloudy
2523,4/15/2012 3:00,11.3,2.3,54,15,25.0,100.7,Clear
2524,4/15/2012 4:00,10.9,4.3,64,15,25.0,100.72,Clear
2525,4/15/2012 5:00,9.9,4.5,69,6,25.0,100.72,Clear
2526,4/15/2012 6:00,10.6,5.4,70,13,24.1,100.74,Mainly Clear
2527,4/15/2012 7:00,11.7,6.2,69,9,24.1,100.81,Cloudy
2528,4/15/2012 8:00,13.5,8.0,69,11,24.1,100.84,Cloudy
2529,4/15/2012 9:00,14.1,8.9,71,26,24.1,100.79,Cloudy
2530,4/15/2012 10:00,15.5,9.4,67,32,24.1,100.72,Cloudy
2531,4/15/2012 11:00,17.3,9.7,61,28,24.1,100.68,Mainly Clear
2532,4/15/2012 12:00,18.4,10.1,58,28,25.0,100.65,Mainly Clear
2533,4/15/2012 13:00,19.8,10.1,54,32,25.0,100.68,Mostly Cloudy
2534,4/15/2012 14:00,19.4,10.1,55,26,24.1,100.68,Mostly Cloudy
2535,4/15/2012 15:00,18.1,10.6,62,24,25.0,100.65,Mostly Cloudy
2536,4/15/2012 16:00,17.5,10.9,65,22,25.0,100.69,Cloudy
2537,4/15/2012 17:00,17.0,11.0,68,20,24.1,100.73,Cloudy
2538,4/15/2012 18:00,16.6,11.2,70,20,24.1,100.77,Cloudy
2539,4/15/2012 19:00,16.3,11.5,73,17,24.1,100.78,Cloudy
2540,4/15/2012 20:00,15.5,11.0,75,11,25.0,100.8,Cloudy
2541,4/15/2012 21:00,14.6,10.5,76,6,25.0,100.83,Mostly Cloudy
2542,4/15/2012 22:00,14.8,10.6,76,6,25.0,100.82,Cloudy
2543,4/15/2012 23:00,14.9,11.1,78,13,25.0,100.74,Cloudy
2544,4/16/2012 0:00,15.7,11.6,77,17,25.0,100.77,Cloudy
2545,4/16/2012 1:00,14.6,12.8,89,9,25.0,100.7,Rain Showers
2546,4/16/2012 2:00,14.9,13.3,90,4,25.0,100.66,Rain Showers
2547,4/16/2012 3:00,14.4,12.8,90,9,25.0,100.66,Cloudy
2548,4/16/2012 4:00,15.2,12.6,84,11,25.0,100.66,Cloudy
2549,4/16/2012 5:00,15.3,12.3,82,13,25.0,100.64,Cloudy
2550,4/16/2012 6:00,15.7,12.0,79,15,24.1,100.61,Cloudy
2551,4/16/2012 7:00,17.0,12.8,76,17,24.1,100.55,Cloudy
2552,4/16/2012 8:00,19.3,13.5,69,17,24.1,100.52,Mostly Cloudy
2553,4/16/2012 9:00,22.2,13.6,58,15,24.1,100.52,Mostly Cloudy
2554,4/16/2012 10:00,24.9,12.8,47,22,24.1,100.44,Cloudy
2555,4/16/2012 11:00,24.1,12.1,47,22,24.1,100.44,Cloudy
2556,4/16/2012 12:00,24.8,11.7,44,30,24.1,100.39,Cloudy
2557,4/16/2012 13:00,25.4,12.3,44,22,24.1,100.36,Cloudy
2558,4/16/2012 14:00,26.6,12.4,41,24,24.1,100.26,Cloudy
2559,4/16/2012 15:00,27.4,11.5,37,28,24.1,100.12,Mostly Cloudy
2560,4/16/2012 16:00,27.8,11.6,37,26,25.0,100.06,Mostly Cloudy
2561,4/16/2012 17:00,27.3,11.5,37,26,25.0,100.03,Mainly Clear
2562,4/16/2012 18:00,26.7,11.3,38,11,25.0,99.99,Mostly Cloudy
2563,4/16/2012 19:00,26.4,11.9,40,20,25.0,100.1,Rain Showers
2564,4/16/2012 20:00,20.5,15.6,73,4,25.0,100.22,Mostly Cloudy
2565,4/16/2012 21:00,19.3,15.8,80,13,25.0,100.26,Mostly Cloudy
2566,4/16/2012 22:00,19.4,14.7,74,24,25.0,100.25,Rain Showers
2567,4/16/2012 23:00,19.5,14.2,71,30,25.0,100.31,Mostly Cloudy
2568,4/17/2012 0:00,19.0,11.6,62,28,25.0,100.34,Mainly Clear
2569,4/17/2012 1:00,18.9,9.6,55,35,25.0,100.42,Mainly Clear
2570,4/17/2012 2:00,17.4,4.7,43,30,25.0,100.51,Mainly Clear
2571,4/17/2012 3:00,15.4,6.3,55,37,25.0,100.61,Mainly Clear
2572,4/17/2012 4:00,14.5,6.1,57,37,25.0,100.8,Mainly Clear
2573,4/17/2012 5:00,13.5,5.9,60,33,25.0,100.99,Mostly Cloudy
2574,4/17/2012 6:00,11.9,2.3,52,37,25.0,101.19,Mainly Clear
2575,4/17/2012 7:00,10.9,1.9,54,48,25.0,101.32,Mainly Clear
2576,4/17/2012 8:00,10.2,0.6,51,43,25.0,101.42,Mainly Clear
2577,4/17/2012 9:00,10.2,-1.1,45,44,25.0,101.5,Mainly Clear
2578,4/17/2012 10:00,10.9,-1.3,43,41,25.0,101.51,Mainly Clear
2579,4/17/2012 11:00,11.5,-1.0,42,30,25.0,101.57,Mostly Cloudy
2580,4/17/2012 12:00,12.0,-0.8,41,37,25.0,101.58,Mostly Cloudy
2581,4/17/2012 13:00,12.2,-0.2,42,32,25.0,101.61,Mainly Clear
2582,4/17/2012 14:00,12.6,-0.3,41,35,25.0,101.64,Mostly Cloudy
2583,4/17/2012 15:00,12.7,-0.5,40,30,25.0,101.63,Mainly Clear
2584,4/17/2012 16:00,11.6,-1.2,41,32,25.0,101.69,Mainly Clear
2585,4/17/2012 17:00,11.1,-1.7,41,24,25.0,101.72,Mostly Cloudy
2586,4/17/2012 18:00,9.5,-2.8,42,24,25.0,101.79,Mostly Cloudy
2587,4/17/2012 19:00,8.5,-4.1,41,28,24.1,101.89,Mostly Cloudy
2588,4/17/2012 20:00,7.4,-5.1,41,19,25.0,102.04,Mostly Cloudy
2589,4/17/2012 21:00,6.1,-5.6,43,17,25.0,102.12,Mostly Cloudy
2590,4/17/2012 22:00,5.4,-5.4,46,11,25.0,102.17,Mostly Cloudy
2591,4/17/2012 23:00,3.9,-4.8,53,17,25.0,102.17,Mostly Cloudy
2592,4/18/2012 0:00,2.9,-5.1,56,13,25.0,102.2,Clear
2593,4/18/2012 1:00,2.4,-5.7,55,15,25.0,102.18,Clear
2594,4/18/2012 2:00,0.9,-6.5,58,15,25.0,102.22,Clear
2595,4/18/2012 3:00,1.1,-7.0,55,11,25.0,102.25,Clear
2596,4/18/2012 4:00,0.4,-7.0,58,9,25.0,102.29,Clear
2597,4/18/2012 5:00,-1.0,-7.0,64,11,25.0,102.34,Clear
2598,4/18/2012 6:00,0.9,-6.3,59,9,25.0,102.41,Clear
2599,4/18/2012 7:00,2.5,-6.2,53,13,25.0,102.44,Clear
2600,4/18/2012 8:00,3.3,-5.9,51,11,25.0,102.43,Clear
2601,4/18/2012 9:00,4.5,-5.7,47,9,25.0,102.41,Clear
2602,4/18/2012 10:00,5.3,-5.1,47,9,25.0,102.36,Clear
2603,4/18/2012 11:00,6.9,-3.4,48,6,25.0,102.24,Clear
2604,4/18/2012 12:00,7.3,-4.6,43,11,25.0,102.13,Mainly Clear
2605,4/18/2012 13:00,8.6,-3.3,43,15,25.0,102.05,Mainly Clear
2606,4/18/2012 14:00,9.3,-3.2,41,7,25.0,101.97,Mainly Clear
2607,4/18/2012 15:00,10.4,-3.2,38,11,25.0,101.86,Mainly Clear
2608,4/18/2012 16:00,10.3,-3.6,37,9,25.0,101.8,Mainly Clear
2609,4/18/2012 17:00,10.2,-4.1,36,13,25.0,101.75,Mainly Clear
2610,4/18/2012 18:00,10.0,-5.5,33,7,25.0,101.7,Mainly Clear
2611,4/18/2012 19:00,8.4,-3.9,42,9,25.0,101.66,Mainly Clear
2612,4/18/2012 20:00,7.6,-4.0,44,7,25.0,101.62,Mainly Clear
2613,4/18/2012 21:00,7.9,-4.2,42,4,25.0,101.56,Mostly Cloudy
2614,4/18/2012 22:00,8.4,-4.1,41,0,25.0,101.53,Mostly Cloudy
2615,4/18/2012 23:00,6.8,-2.6,51,6,25.0,101.5,Mainly Clear
2616,4/19/2012 0:00,6.5,-2.7,52,4,25.0,101.44,Mainly Clear
2617,4/19/2012 1:00,5.5,-2.7,55,6,25.0,101.42,Clear
2618,4/19/2012 2:00,3.3,-2.8,64,7,25.0,101.33,Clear
2619,4/19/2012 3:00,4.4,-3.3,57,4,25.0,101.28,Mainly Clear
2620,4/19/2012 4:00,3.4,-3.2,62,0,25.0,101.27,Mainly Clear
2621,4/19/2012 5:00,3.4,-2.9,63,4,24.1,101.25,Mainly Clear
2622,4/19/2012 6:00,4.7,-0.8,67,4,25.0,101.28,Mostly Cloudy
2623,4/19/2012 7:00,7.1,-0.4,59,4,25.0,101.24,Mostly Cloudy
2624,4/19/2012 8:00,8.6,-1.1,50,7,25.0,101.18,Mostly Cloudy
2625,4/19/2012 9:00,11.8,-0.5,43,7,25.0,101.14,Mainly Clear
2626,4/19/2012 10:00,14.0,-0.4,37,13,25.0,101.05,Mainly Clear
2627,4/19/2012 11:00,15.8,0.5,35,19,25.0,101.02,Mostly Cloudy
2628,4/19/2012 12:00,16.6,0.9,35,15,25.0,100.95,Mostly Cloudy
2629,4/19/2012 13:00,18.4,1.7,33,20,25.0,100.88,Mostly Cloudy
2630,4/19/2012 14:00,19.3,2.6,33,17,25.0,100.78,Mostly Cloudy
2631,4/19/2012 15:00,20.2,3.9,34,28,25.0,100.69,Mostly Cloudy
2632,4/19/2012 16:00,20.7,4.0,33,26,25.0,100.65,Mostly Cloudy
2633,4/19/2012 17:00,20.0,4.3,36,24,25.0,100.62,Mainly Clear
2634,4/19/2012 18:00,18.7,4.5,39,22,25.0,100.63,Mainly Clear
2635,4/19/2012 19:00,18.0,4.1,40,15,25.0,100.69,Mainly Clear
2636,4/19/2012 20:00,16.6,4.5,45,17,25.0,100.73,Mainly Clear
2637,4/19/2012 21:00,16.1,4.5,46,11,25.0,100.72,Clear
2638,4/19/2012 22:00,13.9,4.8,54,13,25.0,100.73,Mainly Clear
2639,4/19/2012 23:00,12.6,4.6,58,9,25.0,100.78,Mainly Clear
2640,4/20/2012 0:00,12.5,2.5,50,19,25.0,100.88,Mainly Clear
2641,4/20/2012 1:00,10.9,1.8,53,19,25.0,100.91,Clear
2642,4/20/2012 2:00,9.9,1.3,55,20,25.0,100.94,Mainly Clear
2643,4/20/2012 3:00,9.1,1.5,59,15,25.0,101.0,Mainly Clear
2644,4/20/2012 4:00,8.8,1.1,58,19,25.0,101.02,Mainly Clear
2645,4/20/2012 5:00,8.7,-0.6,52,22,25.0,101.04,Mostly Cloudy
2646,4/20/2012 6:00,7.8,-0.4,56,28,24.1,101.11,Mostly Cloudy
2647,4/20/2012 7:00,6.9,0.3,63,22,24.1,101.17,Rain Showers
2648,4/20/2012 8:00,6.1,1.4,72,26,24.1,101.12,Cloudy
2649,4/20/2012 9:00,6.3,1.4,71,19,25.0,101.13,Cloudy
2650,4/20/2012 10:00,6.6,1.6,70,24,24.1,101.07,Rain
2651,4/20/2012 11:00,6.9,1.0,66,20,24.1,101.06,Cloudy
2652,4/20/2012 12:00,7.2,1.7,68,26,24.1,100.98,Rain Showers
2653,4/20/2012 13:00,7.5,2.0,68,24,24.1,100.91,Rain Showers
2654,4/20/2012 14:00,9.6,3.2,64,24,24.1,100.8,Cloudy
2655,4/20/2012 15:00,9.5,3.0,64,24,24.1,100.7,Cloudy
2656,4/20/2012 16:00,8.4,2.9,68,33,24.1,100.67,Cloudy
2657,4/20/2012 17:00,7.8,2.6,70,26,24.1,100.59,Cloudy
2658,4/20/2012 18:00,7.4,2.9,73,28,24.1,100.54,Cloudy
2659,4/20/2012 19:00,7.0,3.2,77,26,24.1,100.5,Cloudy
2660,4/20/2012 20:00,6.9,3.5,79,24,25.0,100.46,Cloudy
2661,4/20/2012 21:00,6.6,3.5,81,17,25.0,100.35,Cloudy
2662,4/20/2012 22:00,6.5,3.4,81,17,25.0,100.32,Cloudy
2663,4/20/2012 23:00,6.6,3.5,81,20,25.0,100.27,Cloudy
2664,4/21/2012 0:00,6.3,3.7,83,19,25.0,100.18,Cloudy
2665,4/21/2012 1:00,6.4,4.0,85,15,25.0,100.13,Cloudy
2666,4/21/2012 2:00,5.7,3.5,86,19,25.0,100.21,Cloudy
2667,4/21/2012 3:00,5.5,3.3,86,20,25.0,100.21,Cloudy
2668,4/21/2012 4:00,5.7,3.4,85,13,25.0,100.2,Cloudy
2669,4/21/2012 5:00,6.0,3.5,84,7,25.0,100.32,Cloudy
2670,4/21/2012 6:00,6.2,3.4,82,15,25.0,100.36,Cloudy
2671,4/21/2012 7:00,6.4,3.3,81,17,25.0,100.38,Rain Showers
2672,4/21/2012 8:00,6.2,3.3,82,17,24.1,100.42,Cloudy
2673,4/21/2012 9:00,5.5,3.4,86,19,24.1,100.49,Rain Showers
2674,4/21/2012 10:00,5.5,3.3,86,17,25.0,100.53,"Rain,Fog"
2675,4/21/2012 11:00,5.6,3.5,86,11,25.0,100.59,Rain
2676,4/21/2012 12:00,5.5,3.3,86,15,25.0,100.61,"Rain,Fog"
2677,4/21/2012 13:00,6.1,3.7,85,19,24.1,100.65,Rain
2678,4/21/2012 14:00,6.1,3.9,86,19,25.0,100.69,Rain
2679,4/21/2012 15:00,5.7,3.3,85,17,25.0,100.73,Rain
2680,4/21/2012 16:00,5.3,2.5,82,19,25.0,100.8,Rain
2681,4/21/2012 17:00,4.8,2.6,86,17,25.0,100.84,Rain
2682,4/21/2012 18:00,3.8,1.6,86,24,25.0,100.96,Rain
2683,4/21/2012 19:00,3.4,1.0,84,20,25.0,100.96,Rain
2684,4/21/2012 20:00,2.6,0.5,86,24,25.0,101.06,Rain
2685,4/21/2012 21:00,2.6,0.3,85,26,25.0,101.06,Rain
2686,4/21/2012 22:00,1.9,-0.2,86,19,25.0,101.04,Rain
2687,4/21/2012 23:00,1.6,-0.3,87,13,25.0,101.08,Rain
2688,4/22/2012 0:00,1.5,-0.6,86,24,25.0,101.04,Rain
2689,4/22/2012 1:00,1.4,-0.5,87,17,25.0,101.06,"Rain,Snow"
2690,4/22/2012 2:00,0.6,-1.0,89,13,25.0,101.07,"Rain,Snow"
2691,4/22/2012 3:00,0.8,-0.8,89,15,25.0,101.05,"Rain,Snow"
2692,4/22/2012 4:00,1.2,-0.3,90,11,25.0,101.05,Rain
2693,4/22/2012 5:00,1.8,-0.3,86,19,25.0,101.06,Rain
2694,4/22/2012 6:00,1.9,-0.3,85,19,24.1,101.1,Cloudy
2695,4/22/2012 7:00,2.4,-0.5,81,20,24.1,101.17,Cloudy
2696,4/22/2012 8:00,2.8,-1.1,75,20,24.1,101.24,Cloudy
2697,4/22/2012 9:00,3.3,-1.0,73,28,24.1,101.27,Cloudy
2698,4/22/2012 10:00,4.0,-0.3,74,22,25.0,101.3,Cloudy
2699,4/22/2012 11:00,4.6,-0.2,71,22,25.0,101.24,Cloudy
2700,4/22/2012 12:00,5.0,-0.5,68,24,25.0,101.22,Cloudy
2701,4/22/2012 13:00,5.2,-0.4,67,20,25.0,101.3,Cloudy
2702,4/22/2012 14:00,5.9,-0.1,65,22,25.0,101.27,Cloudy
2703,4/22/2012 15:00,6.0,-0.6,63,28,25.0,101.2,Cloudy
2704,4/22/2012 16:00,6.4,0.0,64,22,25.0,101.2,Cloudy
2705,4/22/2012 17:00,6.3,-0.3,63,26,25.0,101.17,Cloudy
2706,4/22/2012 18:00,6.5,0.0,63,24,25.0,101.13,Cloudy
2707,4/22/2012 19:00,6.1,0.4,67,32,24.1,101.16,Cloudy
2708,4/22/2012 20:00,5.3,-0.6,66,32,25.0,101.19,Cloudy
2709,4/22/2012 21:00,4.3,-1.0,68,35,25.0,101.07,Rain
2710,4/22/2012 22:00,2.8,-1.1,75,32,25.0,101.05,Rain
2711,4/22/2012 23:00,2.0,-0.7,82,41,25.0,100.89,Rain
2712,4/23/2012 0:00,1.9,-0.8,82,46,25.0,100.73,Rain
2713,4/23/2012 1:00,1.1,-1.1,85,44,25.0,100.59,"Rain,Snow"
2714,4/23/2012 2:00,1.1,-1.1,85,44,25.0,100.32,"Rain,Snow"
2715,4/23/2012 3:00,1.7,-0.7,84,52,25.0,100.11,"Rain,Snow"
2716,4/23/2012 4:00,2.0,-0.7,82,44,25.0,99.82,Rain
2717,4/23/2012 5:00,1.9,-0.2,86,46,25.0,99.74,Rain
2718,4/23/2012 6:00,2.1,-0.3,84,52,25.0,99.66,Rain
2719,4/23/2012 7:00,2.3,-0.4,82,48,24.1,99.52,Rain
2720,4/23/2012 8:00,2.8,0.3,84,48,25.0,99.4,Rain
2721,4/23/2012 9:00,3.1,0.6,84,44,25.0,99.29,Rain
2722,4/23/2012 10:00,3.7,1.1,83,46,24.1,99.23,Cloudy
2723,4/23/2012 11:00,4.1,1.7,84,48,25.0,99.15,Cloudy
2724,4/23/2012 12:00,4.6,1.9,83,46,24.1,99.09,Cloudy
2725,4/23/2012 13:00,5.0,2.4,83,41,24.1,99.06,Cloudy
2726,4/23/2012 14:00,5.3,2.2,80,44,24.1,98.97,Cloudy
2727,4/23/2012 15:00,5.7,2.4,79,43,24.1,98.9,Cloudy
2728,4/23/2012 16:00,5.6,2.4,80,39,24.1,98.81,Cloudy
2729,4/23/2012 17:00,5.9,2.9,81,35,24.1,98.8,Cloudy
2730,4/23/2012 18:00,5.9,2.8,80,43,24.1,98.66,Cloudy
2731,4/23/2012 19:00,5.4,3.2,86,39,25.0,98.61,"Rain,Fog"
2732,4/23/2012 20:00,5.7,3.6,86,41,25.0,98.54,Cloudy
2733,4/23/2012 21:00,5.6,3.5,86,37,25.0,98.51,Rain
2734,4/23/2012 22:00,5.5,3.7,88,19,25.0,98.58,Cloudy
2735,4/23/2012 23:00,5.6,3.9,89,9,25.0,98.64,Cloudy
2736,4/24/2012 0:00,5.7,4.2,90,13,25.0,98.6,Cloudy
2737,4/24/2012 1:00,6.7,5.1,90,7,25.0,98.56,Cloudy
2738,4/24/2012 2:00,6.1,4.5,89,6,25.0,98.5,Fog
2739,4/24/2012 3:00,7.0,5.5,90,15,25.0,98.53,Cloudy
2740,4/24/2012 4:00,7.5,4.2,80,19,25.0,98.51,Rain Showers
2741,4/24/2012 5:00,7.1,3.1,76,19,24.1,98.47,Cloudy
2742,4/24/2012 6:00,6.8,3.4,79,19,25.0,98.51,Rain Showers
2743,4/24/2012 7:00,5.5,3.0,84,13,25.0,98.6,Rain Showers
2744,4/24/2012 8:00,6.6,3.7,82,13,24.1,98.63,Rain Showers
2745,4/24/2012 9:00,7.7,1.4,64,17,25.0,98.64,Mostly Cloudy
2746,4/24/2012 10:00,7.2,1.2,66,19,24.1,98.72,Rain Showers
2747,4/24/2012 11:00,8.8,1.2,59,26,24.1,98.78,Mostly Cloudy
2748,4/24/2012 12:00,8.9,3.6,69,17,24.1,98.82,Mostly Cloudy
2749,4/24/2012 13:00,8.0,1.2,62,24,24.1,98.9,Rain Showers
2750,4/24/2012 14:00,8.0,0.5,59,28,24.1,99.01,Cloudy
2751,4/24/2012 15:00,8.4,1.9,64,19,25.0,99.08,Cloudy
2752,4/24/2012 16:00,8.1,-0.3,55,32,25.0,99.19,Cloudy
2753,4/24/2012 17:00,8.0,0.4,59,28,25.0,99.26,Cloudy
2754,4/24/2012 18:00,7.7,0.4,60,20,25.0,99.3,Mostly Cloudy
2755,4/24/2012 19:00,7.1,0.1,61,19,24.1,99.37,Cloudy
2756,4/24/2012 20:00,6.9,0.0,61,28,25.0,99.45,Cloudy
2757,4/24/2012 21:00,6.6,-0.2,62,20,25.0,99.54,Cloudy
2758,4/24/2012 22:00,6.0,-0.9,61,24,25.0,99.56,Mostly Cloudy
2759,4/24/2012 23:00,5.4,-0.9,64,19,25.0,99.61,Mostly Cloudy
2760,4/25/2012 0:00,4.9,-0.6,68,19,25.0,99.67,Mostly Cloudy
2761,4/25/2012 1:00,5.5,-0.7,64,19,25.0,99.71,Mostly Cloudy
2762,4/25/2012 2:00,4.5,-0.2,71,13,25.0,99.74,Mostly Cloudy
2763,4/25/2012 3:00,4.4,-0.3,71,15,25.0,99.77,Mostly Cloudy
2764,4/25/2012 4:00,4.8,-0.3,70,15,25.0,99.8,Mostly Cloudy
2765,4/25/2012 5:00,4.5,0.0,73,13,24.1,99.84,Mostly Cloudy
2766,4/25/2012 6:00,5.2,0.1,70,20,24.1,99.93,Rain Showers
2767,4/25/2012 7:00,5.5,0.6,71,19,25.0,100.01,Rain Showers
2768,4/25/2012 8:00,4.9,1.5,79,19,24.1,100.08,Rain
2769,4/25/2012 9:00,5.1,2.9,86,15,24.1,100.15,Rain
2770,4/25/2012 10:00,6.1,2.9,80,9,24.1,100.22,Rain
2771,4/25/2012 11:00,7.8,2.7,70,17,25.0,100.23,Mostly Cloudy
2772,4/25/2012 12:00,8.0,1.9,65,20,25.0,100.26,Mostly Cloudy
2773,4/25/2012 13:00,8.7,0.1,55,20,25.0,100.29,Mostly Cloudy
2774,4/25/2012 14:00,9.8,1.7,57,19,24.1,100.31,Mostly Cloudy
2775,4/25/2012 15:00,7.7,0.5,60,15,24.1,100.38,Rain Showers
2776,4/25/2012 16:00,8.8,-1.5,48,17,24.1,100.41,Mostly Cloudy
2777,4/25/2012 17:00,8.8,-1.5,48,22,25.0,100.45,Mostly Cloudy
2778,4/25/2012 18:00,8.0,-1.9,50,22,25.0,100.5,Mostly Cloudy
